platform,job,algorithm,dataset,run,success,load_time,makespan,processing_time
GraphBLAS Intel Xeon Gold 6342,j703802,CDLP,graph500-22,r833895,true,35.755,18.983,15.456
GraphBLAS Intel Xeon Gold 6342,j920512,BFS,datagen-7_6-fb,r736900,true,23.964,1.52,0.051
GraphBLAS Intel Xeon Gold 6342,j641076,WCC,wiki-Talk,r908417,true,4.264,3.196,0.203
GraphBLAS Intel Xeon Gold 6342,j898427,WCC,datagen-7_7-zf,r472822,true,24.528,13.809,0.198
GraphBLAS Intel Xeon Gold 6342,j852545,LCC,datagen-7_8-zf,r665150,true,30.278,23.12,0.891
GraphBLAS Intel Xeon Gold 6342,j835720,WCC,datagen-7_5-fb,r907651,true,19.884,1.322,0.085
GraphBLAS Intel Xeon Gold 6342,j760399,CDLP,datagen-7_6-fb,r726413,true,23.964,12.152,10.609
GraphBLAS Intel Xeon Gold 6342,j568942,PR,dota-league,r639622,true,26.167,0.826,0.101
GraphBLAS Intel Xeon Gold 6342,j784843,PR,kgs,r708451,true,11.036,1.887,0.189
GraphBLAS Intel Xeon Gold 6342,j506073,PR,datagen-7_5-fb,r802871,true,19.884,1.81,0.209
GraphBLAS Intel Xeon Gold 6342,j864689,CDLP,datagen-7_9-fb,r525427,true,46.743,21.311,18.487
GraphBLAS Intel Xeon Gold 6342,j473854,LCC,wiki-Talk,r621391,true,4.264,4.167,0.435
GraphBLAS Intel Xeon Gold 6342,j824383,CDLP,datagen-7_7-zf,r735317,true,24.528,26.56,12.134
GraphBLAS Intel Xeon Gold 6342,j744741,PR,wiki-Talk,r488000,true,4.264,4.29,0.205
GraphBLAS Intel Xeon Gold 6342,j812678,SSSP,datagen-7_8-zf,r540035,true,38.906,25.624,2.662
GraphBLAS Intel Xeon Gold 6342,j764651,BFS,kgs,r563720,true,11.036,1.347,0.04
GraphBLAS Intel Xeon Gold 6342,j742005,PR,graph500-22,r888565,true,35.755,4.536,0.218
GraphBLAS Intel Xeon Gold 6342,j870026,SSSP,datagen-7_7-zf,r624966,true,32.492,20.469,2.117
GraphBLAS Intel Xeon Gold 6342,j590465,SSSP,dota-league,r667650,true,36.902,1.855,0.572
GraphBLAS Intel Xeon Gold 6342,j708887,SSSP,kgs,r484729,true,14.92,2.436,0.611
GraphBLAS Intel Xeon Gold 6342,j908915,WCC,graph500-22,r913374,true,35.755,3.829,0.173
GraphBLAS Intel Xeon Gold 6342,j488179,BFS,datagen-7_9-fb,r571421,true,46.743,2.673,0.058
GraphBLAS Intel Xeon Gold 6342,j653202,CDLP,datagen-7_5-fb,r599698,true,19.884,9.699,8.407
GraphBLAS Intel Xeon Gold 6342,j739961,BFS,datagen-7_5-fb,r572741,true,19.884,1.32,0.031
GraphBLAS Intel Xeon Gold 6342,j628707,PR,datagen-7_6-fb,r662785,true,23.964,2.069,0.229
GraphBLAS Intel Xeon Gold 6342,j656353,WCC,datagen-7_9-fb,r921815,true,46.743,2.912,0.112
GraphBLAS Intel Xeon Gold 6342,j733429,CDLP,kgs,r764894,true,11.036,5.624,4.314
GraphBLAS Intel Xeon Gold 6342,j604911,BFS,graph500-22,r865064,true,35.755,3.471,0.062
GraphBLAS Intel Xeon Gold 6342,j581553,PR,datagen-7_8-zf,r563572,true,30.278,22.854,0.355
GraphBLAS Intel Xeon Gold 6342,j492592,SSSP,datagen-7_6-fb,r490953,true,34.553,3.011,0.615
GraphBLAS Intel Xeon Gold 6342,j855835,LCC,datagen-7_9-fb,r480333,true,46.743,7.49,4.52
GraphBLAS Intel Xeon Gold 6342,j812101,BFS,datagen-7_8-zf,r778027,true,30.278,17.027,0.172
GraphBLAS Intel Xeon Gold 6342,j700233,WCC,dota-league,r758016,true,26.167,0.67,0.016
GraphBLAS Intel Xeon Gold 6342,j824208,BFS,datagen-7_7-zf,r504180,true,24.528,14.172,0.209
GraphBLAS Intel Xeon Gold 6342,j827958,LCC,graph500-22,r728107,true,35.755,19.038,15.102
GraphBLAS Intel Xeon Gold 6342,j515637,LCC,datagen-7_7-zf,r714023,true,24.528,18.508,0.728
GraphBLAS Intel Xeon Gold 6342,j917052,LCC,cit-Patents,r678839,true,11.233,5.876,0.589
GraphBLAS Intel Xeon Gold 6342,j902825,LCC,datagen-7_6-fb,r535286,true,23.964,4.229,2.394
GraphBLAS Intel Xeon Gold 6342,j533898,PR,cit-Patents,r868846,true,11.233,6.367,0.272
GraphBLAS Intel Xeon Gold 6342,j496203,LCC,dota-league,r716348,true,26.167,30.568,29.906
GraphBLAS Intel Xeon Gold 6342,j552193,CDLP,wiki-Talk,r865819,true,4.264,6.565,3.55
GraphBLAS Intel Xeon Gold 6342,j643423,CDLP,cit-Patents,r897496,true,11.233,11.987,7.21
GraphBLAS Intel Xeon Gold 6342,j529435,PR,datagen-7_7-zf,r628399,true,24.528,18.456,0.271
GraphBLAS Intel Xeon Gold 6342,j830625,SSSP,datagen-7_9-fb,r845270,true,68.235,4.62,0.925
GraphBLAS Intel Xeon Gold 6342,j744006,CDLP,datagen-7_8-zf,r548006,true,30.278,31.828,14.68
GraphBLAS Intel Xeon Gold 6342,j892304,CDLP,dota-league,r483569,true,26.167,5.803,5.015
GraphBLAS Intel Xeon Gold 6342,j783665,BFS,dota-league,r768133,true,26.167,0.634,0.017
GraphBLAS Intel Xeon Gold 6342,j783269,LCC,datagen-7_5-fb,r502818,true,19.884,3.483,1.872
GraphBLAS Intel Xeon Gold 6342,j577918,WCC,kgs,r789406,true,11.036,1.437,0.126
GraphBLAS Intel Xeon Gold 6342,j842404,BFS,cit-Patents,r644363,true,11.233,4.28,0.059
GraphBLAS Intel Xeon Gold 6342,j701040,SSSP,datagen-7_5-fb,r565452,true,28.464,2.591,0.55
GraphBLAS Intel Xeon Gold 6342,j752143,LCC,kgs,r662958,true,11.036,3.923,2.221
GraphBLAS Intel Xeon Gold 6342,j882660,PR,datagen-7_9-fb,r912125,true,46.743,3.764,0.263
GraphBLAS Intel Xeon Gold 6342,j794704,WCC,datagen-7_6-fb,r556165,true,23.964,1.566,0.093
GraphBLAS Intel Xeon Gold 6342,j694498,WCC,cit-Patents,r804227,true,11.233,4.678,0.314
GraphBLAS Intel Xeon Gold 6342,j803195,BFS,wiki-Talk,r842770,true,4.264,3.036,0.065
GraphBLAS Intel Xeon Gold 6342,j919142,WCC,datagen-7_8-zf,r724445,true,30.278,16.911,0.26
GraphBLAS Intel Xeon Gold 6342,j493021,PR,datagen-8_2-zf,r864477,true,77.311,60.71,0.906
GraphBLAS Intel Xeon Gold 6342,j879568,WCC,datagen-8_3-zf,r485639,true,94.587,54.412,0.831
GraphBLAS Intel Xeon Gold 6342,j635793,WCC,datagen-8_2-zf,r488578,true,77.311,44.771,0.617
GraphBLAS Intel Xeon Gold 6342,j860724,LCC,datagen-8_1-fb,r537563,true,73.652,12.28,7.634
GraphBLAS Intel Xeon Gold 6342,j510324,BFS,graph500-23,r565887,true,71.803,6.735,0.125
GraphBLAS Intel Xeon Gold 6342,j810764,PR,datagen-8_3-zf,r768018,true,94.587,73.996,1.17
GraphBLAS Intel Xeon Gold 6342,j833725,PR,datagen-8_4-fb,r756270,true,145.63,10.132,0.702
GraphBLAS Intel Xeon Gold 6342,j835223,BFS,datagen-8_0-fb,r830927,true,59.06,3.653,0.071
GraphBLAS Intel Xeon Gold 6342,j642361,SSSP,datagen-8_2-zf,r659878,true,102.5,65.514,6.295
GraphBLAS Intel Xeon Gold 6342,j666751,BFS,datagen-8_1-fb,r659123,true,73.652,3.919,0.088
GraphBLAS Intel Xeon Gold 6342,j622181,SSSP,datagen-8_1-fb,r560332,true,107.182,6.392,1.407
GraphBLAS Intel Xeon Gold 6342,j720984,CDLP,datagen-8_3-zf,r822396,true,94.587,103.529,48.683
GraphBLAS Intel Xeon Gold 6342,j899914,WCC,datagen-8_1-fb,r893014,true,73.652,3.845,0.162
GraphBLAS Intel Xeon Gold 6342,j757662,CDLP,datagen-8_0-fb,r468251,true,59.06,27.706,24.13
GraphBLAS Intel Xeon Gold 6342,j712997,PR,graph500-23,r882817,true,71.803,7.776,0.426
GraphBLAS Intel Xeon Gold 6342,j821733,SSSP,datagen-8_0-fb,r725736,true,86.003,5.309,1.218
GraphBLAS Intel Xeon Gold 6342,j845669,WCC,datagen-8_4-fb,r694104,true,145.63,7.118,0.137
GraphBLAS Intel Xeon Gold 6342,j695074,LCC,datagen-8_2-zf,r739922,true,77.311,59.424,1.978
GraphBLAS Intel Xeon Gold 6342,j860580,BFS,datagen-8_2-zf,r739360,true,77.311,45.257,0.405
GraphBLAS Intel Xeon Gold 6342,j759289,WCC,graph500-23,r791880,true,71.803,6.562,0.13
GraphBLAS Intel Xeon Gold 6342,j916062,PR,graph500-24,r602493,true,143.221,16.72,0.943
GraphBLAS Intel Xeon Gold 6342,j577596,LCC,graph500-23,r761690,true,71.803,45.561,37.853
GraphBLAS Intel Xeon Gold 6342,j913893,PR,datagen-8_1-fb,r907880,true,73.652,5.767,0.376
GraphBLAS Intel Xeon Gold 6342,j555448,LCC,graph500-24,r504702,true,143.221,109.303,95.597
GraphBLAS Intel Xeon Gold 6342,j579075,CDLP,graph500-24,r718169,true,143.221,56.646,44.558
GraphBLAS Intel Xeon Gold 6342,j817072,LCC,datagen-8_0-fb,r676407,true,59.06,9.829,5.999
GraphBLAS Intel Xeon Gold 6342,j697070,BFS,graph500-24,r907655,true,143.221,11.928,0.179
GraphBLAS Intel Xeon Gold 6342,j707857,WCC,datagen-8_0-fb,r681584,true,59.06,3.452,0.15
GraphBLAS Intel Xeon Gold 6342,j746205,CDLP,datagen-8_2-zf,r915702,true,77.311,83.174,38.161
GraphBLAS Intel Xeon Gold 6342,j892503,SSSP,datagen-8_3-zf,r641569,true,124.466,80.268,7.733
GraphBLAS Intel Xeon Gold 6342,j465209,WCC,graph500-24,r856533,true,143.221,12.473,0.186
GraphBLAS Intel Xeon Gold 6342,j761731,BFS,datagen-8_4-fb,r553334,true,145.63,6.917,0.136
GraphBLAS Intel Xeon Gold 6342,j626006,CDLP,graph500-23,r707450,true,71.803,30.999,24.216
GraphBLAS Intel Xeon Gold 6342,j759734,PR,datagen-8_0-fb,r490490,true,59.06,3.985,0.305
GraphBLAS Intel Xeon Gold 6342,j461725,SSSP,datagen-8_4-fb,r544157,true,214.588,12.407,2.749
GraphBLAS Intel Xeon Gold 6342,j699922,LCC,datagen-8_3-zf,r484755,true,94.587,73.825,2.472
GraphBLAS Intel Xeon Gold 6342,j596937,BFS,datagen-8_3-zf,r917629,true,94.587,54.025,0.46
GraphBLAS Intel Xeon Gold 6342,j652890,LCC,datagen-8_4-fb,r590633,true,145.63,23.957,15.848
GraphBLAS Intel Xeon Gold 6342,j563687,CDLP,datagen-8_1-fb,r550728,true,73.652,32.478,28.645
GraphBLAS Intel Xeon Gold 6342,j563981,CDLP,datagen-8_4-fb,r783487,true,145.63,60.65,53.71
GraphBLAS Intel Xeon Gold 6342,j795365,SSSP,datagen-8_6-fb,r599355,true,343.435,21.893,4.985
GraphBLAS Intel Xeon Gold 6342,j497980,CDLP,datagen-8_7-zf,r623413,true,248.791,266.866,118.883
GraphBLAS Intel Xeon Gold 6342,j562206,PR,graph500-25,r799562,true,291.8,30.427,2.208
GraphBLAS Intel Xeon Gold 6342,j609004,CDLP,datagen-8_9-fb,r655639,true,469.352,182.809,162.366
GraphBLAS Intel Xeon Gold 6342,j637456,BFS,datagen-8_5-fb,r483596,true,178.887,7.342,0.142
GraphBLAS Intel Xeon Gold 6342,j480028,BFS,datagen-8_9-fb,r826744,true,469.352,19.088,0.318
GraphBLAS Intel Xeon Gold 6342,j649262,PR,datagen-8_5-fb,r810487,true,178.887,10.229,0.87
GraphBLAS Intel Xeon Gold 6342,j878813,LCC,datagen-8_5-fb,r507645,true,178.887,26.877,18.256
GraphBLAS Intel Xeon Gold 6342,j892512,LCC,datagen-8_8-zf,r730697,true,300.822,227.59,7.47
GraphBLAS Intel Xeon Gold 6342,j602409,BFS,datagen-8_6-fb,r663104,true,233.01,10.39,0.168
GraphBLAS Intel Xeon Gold 6342,j604805,WCC,graph500-25,r475907,true,291.8,21.598,0.278
GraphBLAS Intel Xeon Gold 6342,j772729,LCC,datagen-8_7-zf,r816269,true,248.791,195.156,6.462
GraphBLAS Intel Xeon Gold 6342,j731476,WCC,datagen-8_5-fb,r660110,true,178.887,7.476,0.144
GraphBLAS Intel Xeon Gold 6342,j901933,BFS,datagen-8_7-zf,r465072,true,248.791,147.463,1.367
GraphBLAS Intel Xeon Gold 6342,j678991,WCC,datagen-8_6-fb,r670730,true,233.01,10.606,0.223
GraphBLAS Intel Xeon Gold 6342,j748744,SSSP,datagen-8_8-zf,r855763,true,401.077,251.712,24.708
GraphBLAS Intel Xeon Gold 6342,j747352,BFS,graph500-25,r715046,true,291.8,21.18,0.303
GraphBLAS Intel Xeon Gold 6342,j833717,LCC,datagen-8_6-fb,r573548,true,233.01,35.697,23.675
GraphBLAS Intel Xeon Gold 6342,j912268,WCC,datagen-8_8-zf,r877648,true,300.822,169.113,2.243
GraphBLAS Intel Xeon Gold 6342,j796348,WCC,datagen-8_7-zf,r612800,true,248.791,144.997,1.599
GraphBLAS Intel Xeon Gold 6342,j676847,CDLP,datagen-8_8-zf,r654982,true,300.822,322.159,149.905
GraphBLAS Intel Xeon Gold 6342,j595045,LCC,graph500-25,r554121,true,291.8,266.991,239.267
GraphBLAS Intel Xeon Gold 6342,j736018,WCC,datagen-8_9-fb,r617212,true,469.352,18.175,0.242
GraphBLAS Intel Xeon Gold 6342,j787824,PR,datagen-8_9-fb,r544868,true,469.352,24.671,2.5
GraphBLAS Intel Xeon Gold 6342,j599828,PR,datagen-8_7-zf,r726579,true,248.791,201.09,3.049
GraphBLAS Intel Xeon Gold 6342,j754362,BFS,datagen-8_8-zf,r675787,true,300.822,170.415,1.144
GraphBLAS Intel Xeon Gold 6342,j694097,SSSP,datagen-8_9-fb,r616219,true,692.082,37.672,9.563
GraphBLAS Intel Xeon Gold 6342,j867840,PR,datagen-8_6-fb,r570777,true,233.01,12.413,1.11
GraphBLAS Intel Xeon Gold 6342,j710723,CDLP,graph500-25,r838496,true,291.8,107.228,85.628
GraphBLAS Intel Xeon Gold 6342,j824977,CDLP,datagen-8_6-fb,r776097,true,233.01,88.856,78.69
GraphBLAS Intel Xeon Gold 6342,j891196,CDLP,datagen-8_5-fb,r894692,true,178.887,72.056,64.47
GraphBLAS Intel Xeon Gold 6342,j477641,LCC,datagen-8_9-fb,r757027,true,469.352,71.486,50.073
GraphBLAS Intel Xeon Gold 6342,j662803,PR,datagen-8_8-zf,r549160,true,300.822,235.46,3.361
GraphBLAS Intel Xeon Gold 6342,j715931,SSSP,datagen-8_5-fb,r802632,true,262.838,13.911,2.815
GraphBLAS Intel Xeon Gold 6342,j630480,SSSP,datagen-8_7-zf,r645036,true,337.502,214.634,19.278
libgrape-lite,j492195,SSSP,datagen-8_7-zf,r876556,true,0.0,84.022,0.235
libgrape-lite,j492195,SSSP,datagen-8_7-zf,r605048,true,0.0,72.783,0.236
libgrape-lite,j492195,SSSP,datagen-8_7-zf,r887140,true,0.0,71.467,0.234
libgrape-lite,j615722,LCC,datagen-8_5-fb,r870264,true,0.0,10.104,1.137
libgrape-lite,j615722,LCC,datagen-8_5-fb,r723805,true,0.0,10.187,1.178
libgrape-lite,j615722,LCC,datagen-8_5-fb,r616242,true,0.0,10.262,1.172
libgrape-lite,j739086,CDLP,graph500-25,r604366,true,0.001,14.51,0.449
libgrape-lite,j739086,CDLP,graph500-25,r690700,true,0.001,14.604,0.439
libgrape-lite,j739086,CDLP,graph500-25,r763994,true,0.001,14.635,0.447
libgrape-lite,j618852,WCC,datagen-8_6-fb,r585679,true,0.0,9.223,0.08
libgrape-lite,j618852,WCC,datagen-8_6-fb,r596193,true,0.0,9.181,0.08
libgrape-lite,j618852,WCC,datagen-8_6-fb,r895679,true,0.0,9.107,0.079
libgrape-lite,j774781,SSSP,datagen-8_5-fb,r612150,true,0.0,12.249,0.075
libgrape-lite,j774781,SSSP,datagen-8_5-fb,r512597,true,0.0,9.913,0.078
libgrape-lite,j774781,SSSP,datagen-8_5-fb,r503483,true,0.0,9.939,0.071
libgrape-lite,j593791,CDLP,datagen-8_8-zf,r866614,true,0.0,78.24,0.62
libgrape-lite,j593791,CDLP,datagen-8_8-zf,r903088,true,0.0,77.666,0.627
libgrape-lite,j593791,CDLP,datagen-8_8-zf,r543840,true,0.0,78.399,0.62
libgrape-lite,j557971,SSSP,datagen-8_6-fb,r668965,true,0.0,13.552,0.079
libgrape-lite,j557971,SSSP,datagen-8_6-fb,r788331,true,0.0,10.609,0.078
libgrape-lite,j557971,SSSP,datagen-8_6-fb,r684418,true,0.0,10.617,0.08
libgrape-lite,j903382,CDLP,datagen-8_6-fb,r672884,true,0.0,9.515,0.393
libgrape-lite,j903382,CDLP,datagen-8_6-fb,r715779,true,0.0,9.51,0.396
libgrape-lite,j903382,CDLP,datagen-8_6-fb,r729822,true,0.0,9.567,0.395
libgrape-lite,j655816,WCC,datagen-8_7-zf,r911016,true,0.0,74.261,0.152
libgrape-lite,j655816,WCC,datagen-8_7-zf,r554869,true,0.0,63.54,0.158
libgrape-lite,j655816,WCC,datagen-8_7-zf,r729063,true,0.0,63.612,0.152
libgrape-lite,j633935,CDLP,datagen-8_5-fb,r771236,true,0.0,9.902,0.333
libgrape-lite,j633935,CDLP,datagen-8_5-fb,r602663,true,0.0,9.08,0.343
libgrape-lite,j633935,CDLP,datagen-8_5-fb,r900673,true,0.0,9.112,0.332
libgrape-lite,j598403,LCC,datagen-8_8-zf,r763051,true,0.0,87.138,0.392
libgrape-lite,j598403,LCC,datagen-8_8-zf,r860656,true,0.0,86.441,0.4
libgrape-lite,j598403,LCC,datagen-8_8-zf,r908390,true,0.0,87.822,0.395
libgrape-lite,j495703,LCC,datagen-8_7-zf,r542673,true,0.0,71.627,0.343
libgrape-lite,j495703,LCC,datagen-8_7-zf,r462989,true,0.0,71.503,0.334
libgrape-lite,j495703,LCC,datagen-8_7-zf,r842291,true,0.0,71.779,0.342
libgrape-lite,j588932,SSSP,datagen-8_8-zf,r659850,true,0.0,86.965,0.259
libgrape-lite,j588932,SSSP,datagen-8_8-zf,r769333,true,0.0,101.462,0.257
libgrape-lite,j588932,SSSP,datagen-8_8-zf,r691021,true,0.0,86.119,0.259
libgrape-lite,j511719,WCC,graph500-25,r556458,true,0.001,14.221,0.194
libgrape-lite,j511719,WCC,graph500-25,r690276,true,0.001,14.087,0.186
libgrape-lite,j511719,WCC,graph500-25,r844670,true,0.001,14.255,0.199
libgrape-lite,j589429,PR,datagen-8_7-zf,r921322,true,0.0,73.054,0.418
libgrape-lite,j589429,PR,datagen-8_7-zf,r471930,true,0.0,71.958,0.404
libgrape-lite,j589429,PR,datagen-8_7-zf,r910684,true,0.0,83.698,0.417
libgrape-lite,j763261,LCC,datagen-8_6-fb,r845700,true,0.0,10.879,1.399
libgrape-lite,j763261,LCC,datagen-8_6-fb,r698931,true,0.0,10.814,1.381
libgrape-lite,j763261,LCC,datagen-8_6-fb,r581022,true,0.0,11.843,1.4
libgrape-lite,j688809,PR,datagen-8_5-fb,r508820,true,0.0,9.282,0.292
libgrape-lite,j688809,PR,datagen-8_5-fb,r832789,true,0.0,9.203,0.288
libgrape-lite,j688809,PR,datagen-8_5-fb,r847195,true,0.0,9.253,0.289
libgrape-lite,j640968,WCC,datagen-8_5-fb,r867722,true,0.0,8.719,0.067
libgrape-lite,j640968,WCC,datagen-8_5-fb,r495164,true,0.0,8.716,0.069
libgrape-lite,j640968,WCC,datagen-8_5-fb,r803071,true,0.0,8.738,0.07
libgrape-lite,j659870,PR,datagen-8_9-fb,r824537,true,0.0,12.667,0.522
libgrape-lite,j659870,PR,datagen-8_9-fb,r742572,true,0.0,14.9,0.534
libgrape-lite,j659870,PR,datagen-8_9-fb,r764152,true,0.0,12.735,0.529
libgrape-lite,j832423,BFS,graph500-25,r809615,true,0.001,16.479,0.078
libgrape-lite,j832423,BFS,graph500-25,r633143,true,0.001,14.06,0.085
libgrape-lite,j832423,BFS,graph500-25,r917385,true,0.001,14.408,0.089
libgrape-lite,j535979,CDLP,datagen-8_9-fb,r567320,true,0.0,12.353,0.691
libgrape-lite,j535979,CDLP,datagen-8_9-fb,r586859,true,0.0,12.43,0.691
libgrape-lite,j535979,CDLP,datagen-8_9-fb,r627521,true,0.0,12.173,0.688
libgrape-lite,j464372,BFS,datagen-8_5-fb,r522640,true,0.0,8.621,0.041
libgrape-lite,j464372,BFS,datagen-8_5-fb,r710981,true,0.0,9.377,0.038
libgrape-lite,j464372,BFS,datagen-8_5-fb,r626874,true,0.0,8.761,0.044
libgrape-lite,j670445,BFS,datagen-8_7-zf,r655012,true,0.0,63.083,0.187
libgrape-lite,j670445,BFS,datagen-8_7-zf,r494435,true,0.0,62.667,0.194
libgrape-lite,j670445,BFS,datagen-8_7-zf,r646250,true,0.0,63.51,0.187
libgrape-lite,j489498,LCC,datagen-8_9-fb,r720768,true,0.0,14.879,2.569
libgrape-lite,j489498,LCC,datagen-8_9-fb,r698774,true,0.0,14.809,2.486
libgrape-lite,j489498,LCC,datagen-8_9-fb,r674058,true,0.0,14.828,2.506
libgrape-lite,j683467,BFS,datagen-8_8-zf,r874323,true,0.0,76.798,0.207
libgrape-lite,j683467,BFS,datagen-8_8-zf,r521955,true,0.0,76.668,0.197
libgrape-lite,j683467,BFS,datagen-8_8-zf,r692262,true,0.0,88.945,0.204
libgrape-lite,j871432,PR,datagen-8_8-zf,r621479,true,0.0,100.089,0.475
libgrape-lite,j871432,PR,datagen-8_8-zf,r535114,true,0.0,88.27,0.468
libgrape-lite,j871432,PR,datagen-8_8-zf,r461282,true,0.0,87.814,0.463
libgrape-lite,j608518,CDLP,datagen-8_7-zf,r800143,true,0.0,64.438,0.554
libgrape-lite,j608518,CDLP,datagen-8_7-zf,r558890,true,0.0,64.507,0.546
libgrape-lite,j608518,CDLP,datagen-8_7-zf,r634370,true,0.0,64.289,0.541
libgrape-lite,j520435,BFS,datagen-8_9-fb,r899443,true,0.0,11.64,0.059
libgrape-lite,j520435,BFS,datagen-8_9-fb,r621632,true,0.0,11.638,0.06
libgrape-lite,j520435,BFS,datagen-8_9-fb,r656277,true,0.0,11.658,0.057
libgrape-lite,j733487,BFS,datagen-8_6-fb,r513710,true,0.0,9.284,0.039
libgrape-lite,j733487,BFS,datagen-8_6-fb,r805664,true,0.0,10.102,0.042
libgrape-lite,j733487,BFS,datagen-8_6-fb,r570900,true,0.0,9.079,0.045
libgrape-lite,j782413,PR,datagen-8_6-fb,r815790,true,0.0,9.7,0.331
libgrape-lite,j782413,PR,datagen-8_6-fb,r507827,true,0.0,9.735,0.339
libgrape-lite,j782413,PR,datagen-8_6-fb,r817310,true,0.0,9.708,0.34
libgrape-lite,j827308,LCC,graph500-25,r753202,true,0.001,20.958,5.718
libgrape-lite,j827308,LCC,graph500-25,r607188,true,0.001,20.7,5.579
libgrape-lite,j827308,LCC,graph500-25,r619346,true,0.001,20.726,5.59
libgrape-lite,j525643,SSSP,datagen-8_9-fb,r867417,true,0.0,14.514,0.126
libgrape-lite,j525643,SSSP,datagen-8_9-fb,r661870,true,0.0,14.39,0.131
libgrape-lite,j525643,SSSP,datagen-8_9-fb,r809485,true,0.0,21.591,0.13
libgrape-lite,j886923,WCC,datagen-8_9-fb,r564458,true,0.0,11.718,0.145
libgrape-lite,j886923,WCC,datagen-8_9-fb,r481281,true,0.0,11.689,0.146
libgrape-lite,j886923,WCC,datagen-8_9-fb,r899830,true,0.0,13.835,0.152
libgrape-lite,j825741,PR,graph500-25,r596624,true,0.001,16.705,1.232
libgrape-lite,j825741,PR,graph500-25,r869562,true,0.001,19.082,1.265
libgrape-lite,j825741,PR,graph500-25,r615046,true,0.001,16.488,1.162
libgrape-lite,j824894,WCC,datagen-8_8-zf,r568451,true,0.0,76.896,0.17
libgrape-lite,j824894,WCC,datagen-8_8-zf,r656081,true,0.0,76.244,0.178
libgrape-lite,j824894,WCC,datagen-8_8-zf,r645531,true,0.0,76.531,0.179
libgrape-lite,j488080,PR,graph500-28,r604335,true,0.0,77.154,4.591
libgrape-lite,j488080,PR,graph500-28,r659576,true,0.0,76.985,4.616
libgrape-lite,j488080,PR,graph500-28,r826264,true,0.0,77.336,4.596
libgrape-lite,j726507,WCC,graph500-29,r819071,true,0.001,119.524,2.982
libgrape-lite,j726507,WCC,graph500-29,r725981,true,0.001,180.298,3.053
libgrape-lite,j726507,WCC,graph500-29,r837647,true,0.001,119.681,3.018
libgrape-lite,j501274,CDLP,graph500-30,r513955,true,0.001,243.442,15.387
libgrape-lite,j501274,CDLP,graph500-30,r696317,true,0.001,369.285,15.353
libgrape-lite,j501274,CDLP,graph500-30,r906438,true,0.001,244.794,15.352
libgrape-lite,j834019,PR,datagen-sf10k-fb,r722048,true,0.0,63.001,3.819
libgrape-lite,j834019,PR,datagen-sf10k-fb,r830462,true,0.0,62.422,3.777
libgrape-lite,j834019,PR,datagen-sf10k-fb,r750766,true,0.0,62.371,3.823
libgrape-lite,j864905,BFS,datagen-sf10k-fb,r912611,true,0.0,83.917,0.161
libgrape-lite,j864905,BFS,datagen-sf10k-fb,r604327,true,0.0,52.708,0.156
libgrape-lite,j864905,BFS,datagen-sf10k-fb,r554112,true,0.0,52.877,0.16
libgrape-lite,j728785,LCC,graph500-29,r832712,true,0.001,277.609,144.991
libgrape-lite,j728785,LCC,graph500-29,r867295,true,0.001,277.622,145.597
libgrape-lite,j728785,LCC,graph500-29,r720710,true,0.001,338.422,145.432
libgrape-lite,j836288,BFS,graph500-29,r699924,true,0.001,117.17,0.782
libgrape-lite,j836288,BFS,graph500-29,r786860,true,0.001,119.187,0.76
libgrape-lite,j836288,BFS,graph500-29,r480856,true,0.001,117.092,0.768
libgrape-lite,j873996,PR,graph500-30,r840351,true,0.001,408.241,19.695
libgrape-lite,j873996,PR,graph500-30,r496462,true,0.001,398.794,19.743
libgrape-lite,j873996,PR,graph500-30,r470437,true,0.001,336.97,19.648
libgrape-lite,j869844,SSSP,datagen-sf10k-fb,r583361,true,0.0,79.302,0.945
libgrape-lite,j869844,SSSP,datagen-sf10k-fb,r546750,true,0.0,163.71,0.947
libgrape-lite,j869844,SSSP,datagen-sf10k-fb,r579504,true,0.0,78.484,0.945
libgrape-lite,j567423,CDLP,graph500-29,r642530,true,0.001,125.78,7.024
libgrape-lite,j567423,CDLP,graph500-29,r562356,true,0.001,126.905,7.087
libgrape-lite,j567423,CDLP,graph500-29,r850863,true,0.001,126.97,7.148
libgrape-lite,j868214,WCC,graph500-28,r510157,true,0.0,64.757,1.414
libgrape-lite,j868214,WCC,graph500-28,r767367,true,0.0,64.251,1.39
libgrape-lite,j868214,WCC,graph500-28,r703342,true,0.0,92.903,1.407
libgrape-lite,j680219,CDLP,datagen-sf10k-fb,r744046,true,0.0,59.856,6.676
libgrape-lite,j680219,CDLP,datagen-sf10k-fb,r824512,true,0.0,60.473,6.657
libgrape-lite,j680219,CDLP,datagen-sf10k-fb,r526971,true,0.0,60.438,6.677
libgrape-lite,j599704,LCC,datagen-sf10k-fb,r822913,true,0.0,79.275,20.301
libgrape-lite,j599704,LCC,datagen-sf10k-fb,r649686,true,0.0,111.328,20.855
libgrape-lite,j599704,LCC,datagen-sf10k-fb,r818741,true,0.0,79.855,20.814
libgrape-lite,j683449,BFS,graph500-30,r591811,true,0.001,309.52,1.437
libgrape-lite,j683449,BFS,graph500-30,r835025,true,0.001,348.505,1.436
libgrape-lite,j683449,BFS,graph500-30,r607326,true,0.001,238.835,1.431
libgrape-lite,j589647,BFS,graph500-28,r808691,true,0.0,63.421,0.389
